"","PlotID_New","East_mm","East_sd","North_mm","North_sd"
"1067","P00727_C",526038.266666667,0.230940107689293,2890176.73333333,0.23094010762208
"1068","P00727_E",526048,0,2890179.13333333,0.115470053945465
"1069","P00727_N",526033,0,2890196.93333333,0.0577350269727325
"1070","P00728_C",526178.733333333,0.230940107689293,2890056.13333333,0.115470053945465
"1071","P00728_E",526205.733333333,0.230940107689293,2890063.26666667,0.23094010762208
"1072","P00728_N",526171.2,0.173205080783773,2890083.13333333,0.115470053945465
"1073","P00729_C",526234.133333333,0.11547005381104,2890261.13333333,0.115470053945465
"1074","P00729_E",526267,0,2890270,0
"1075","P00729_N",526226.733333333,0.230940107689293,2890289.13333333,0.115470053945465
"1076","P00730_C",526259.733333333,0.230940107689293,2890060.86666667,0.115470053945465
"1077","P00730_E",526292.266666667,0.230940107689293,2890069.73333333,0.23094010762208
"1078","P00730_N",526258,0,2890066.73333333,0.23094010762208
"1079","P00731_C",526993.1,NA,2890167.5,NA
"1080","P00731_E",527000.8,NA,2890169.6,NA
"1081","P00731_N",526985.9,NA,2890194.5,NA
"1082","P00732_C",526964.733333333,0.230940107689293,2889947.06666667,0.0577350269727325
"1083","P00732_E",526978.066666667,0.0577350269055201,2889950.8,0.173205080649348
"1084","P00732_N",526961.8,0.173205080783773,2889957.8,0.173205080649348
"1085","P00733_C",526933.266666667,0.230940107689293,2890050,0
"1086","P00733_E",526944,0,2890052.86666667,0.115470053945465
"1087","P00733_N",526925.933333333,0.0577350269055201,2890078,0
"1088","P00734_C",526989.666666667,0.288675134594813,2889967,0
"1089","P00734_E",527003,0,2889970.8,0.173205080649348
"1090","P00734_N",526982.2,0.173205080783773,2889994.06666667,0.0577350269727325
"1091","P00735_C",527010.2,NA,2890097.8,NA
"1092","P00735_E",527030.5,NA,2890103.2,NA
"1093","P00735_N",527004.3,NA,2890120,NA
"1094","P00736_C",526970,0,2890220.73333333,0.23094010762208
"1095","P00736_E",526988.2,0.173205080783773,2890225.66666667,0.288675134594813
"1096","P00736_N",526965.066666667,0.0577350269055201,2890239,0
"1097","P00737_C",527165.5,NA,2890431.4,NA
"1098","P00737_E",527180.9,NA,2890435.6,NA
"1099","P00737_N",527161.4,NA,2890446.9,NA
"1100","P00738_C",527069.9,NA,2890271.8,NA
"1101","P00738_E",527094,NA,2890278.2,NA
"1102","P00738_N",527066,NA,2890286.3,NA
"1103","P00739_C",527018.8,0.173205080783773,2890363.73333333,0.23094010762208
"1104","P00739_E",527045.8,0.173205080783773,2890370.86666667,0.115470053945465
"1105","P00739_N",527012,0,2890388.8,0.173205080649348
"1106","P00740_C",527027.866666667,0.11547005381104,2890298.2,0.173205080649348
"1107","P00740_E",527036.666666667,0.288675134594813,2890300.73333333,0.23094010762208
"1108","P00740_N",527018.866666667,0.11547005381104,2890332.06666667,0.0577350269727325
"1109","P00741_C",525867.933333333,0.0577350269055201,2890952.73333333,0.23094010762208
"1110","P00741_E",525901.8,0.173205080783773,2890961.8,0.173205080649348
"1111","P00741_N",525859.266666667,0.230940107689293,2890984.33333333,0.288675134594813
"1112","P00742_C",525933.266666667,0.230940107689293,2890675.93333333,0.0577350269727325
"1113","P00742_E",525953.8,0.173205080783773,2890681.2,0.173205080649348
"1114","P00742_N",525930.866666667,0.11547005381104,2890685.66666667,0.288675134594813
"1115","P00743_C",525946.066666667,0.0577350269055201,2890812.06666667,0.0577350269727325
"1116","P00743_E",525968.266666667,0.230940107689293,2890818.06666667,0.0577350269727325
"1117","P00743_N",525939.8,0.173205080783773,2890836.2,0.173205080649348
"1118","P00744_C",525730.8,0.173205080783773,2890585.86666667,0.115470053945465
"1119","P00744_E",525738.266666667,0.230940107689293,2890587.86666667,0.115470053945465
"1120","P00744_N",525721.933333333,0.0577350269055201,2890618.73333333,0.23094010762208
"1121","P00745_C",526007.133333333,0.11547005381104,2890790.06666667,0.0577350269727325
"1122","P00745_E",526039,0,2890798.73333333,0.23094010762208
"1123","P00745_N",525998.066666667,0.0577350269055201,2890823.93333333,0.0577350269727325
"1124","P00746_C",525955.733333333,0.230940107689293,2891096.86666667,0.115470053945465
"1125","P00746_E",525984.733333333,0.230940107689293,2891104.66666667,0.288675134594813
"1126","P00746_N",525947,0,2891128.73333333,0.23094010762208
"1127","P00748_C",525553.8,0.173205080783773,2891122.73333333,0.23094010762208
"1128","P00748_E",525577.866666667,0.11547005381104,2891129,0
"1129","P00748_N",525551.066666667,0.0577350269055201,2891132.13333333,0.115470053945465
"1130","P00749_C",525559.733333333,0.230940107689293,2891172.26666667,0.23094010762208
"1131","P00749_E",525586.733333333,0.230940107689293,2891179.73333333,0.23094010762208
"1132","P00749_N",525555.8,0.173205080783773,2891186.93333333,0.0577350269727325
"1133","P00751_C",526712.066666667,0.0577350269055201,2891189.06666667,0.0577350269727325
"1134","P00751_E",526719.866666667,0.11547005381104,2891191.13333333,0.115470053945465
"1135","P00751_N",526704.2,0.173205080783773,2891218.06666667,0.0577350269727325
"1136","P00752_C",526759.266666667,0.230940107689293,2891038.73333333,0.23094010762208
"1137","P00752_E",526789.2,0.173205080783773,2891046.73333333,0.23094010762208
"1138","P00752_N",526752.266666667,0.230940107689293,2891064.8,0.173205080649348
"1139","P00753_C",526756.133333333,0.11547005381104,2891148.13333333,0.115470053945465
"1140","P00753_E",526770.733333333,0.230940107689293,2891152.06666667,0.0577350269727325
"1141","P00753_N",526754.2,0.173205080783773,2891155,0
"1142","P00754_C",526762.5,NA,2890972.2,NA
"1143","P00754_E",526786.7,NA,2890978.6,NA
"1144","P00754_N",526754.2,NA,2891003.1,NA
"1145","P00755_C",526709.2,0.173205080783773,2891088.2,0.173205080649348
"1146","P00755_E",526715.066666667,0.0577350269055201,2891089.93333333,0.0577350269727325
"1147","P00755_N",526705.133333333,0.11547005381104,2891103.86666667,0.115470053945465
"1148","P00756_C",526873.7,NA,2890856.1,NA
"1149","P00756_E",526898.8,NA,2890862.8,NA
"1150","P00756_N",526868.8,NA,2890874.5,NA
"1151","P00757_C",526809.2,0.173205080783773,2891050.93333333,0.0577350269727325
"1152","P00757_E",526834.333333333,0.288675134594813,2891057.73333333,0.23094010762208
"1153","P00757_N",526806.133333333,0.11547005381104,2891062.33333333,0.288675134594813
"1154","P00758_C",526818.666666667,0.288675134594813,2890953.26666667,0.23094010762208
"1155","P00758_E",526833,0,2890957.2,0.173205080649348
"1156","P00758_N",526810.866666667,0.11547005381104,2890982.26666667,0.23094010762208
"1157","P00759_C",526906.2,NA,2891087.6,NA
"1158","P00759_E",526916.8,NA,2891090.5,NA
"1159","P00759_N",526899.5,NA,2891112.7,NA
"1160","P00760_C",525464.2,0.173205080783773,2890843.2,0.173205080649348
"1161","P00760_E",525472,0,2890845.26666667,0.23094010762208
"1162","P00760_N",525457.2,0.173205080783773,2890869.26666667,0.23094010762208
"1163","P00806_C",535479,NA,2819460.1,NA
"1164","P00806_E",535505.8,NA,2819444.4,NA
"1165","P00806_N",535482,NA,2819465.3,NA
"1166","P00807_C",535660,NA,2819428.1,NA
"1167","P00807_E",535667.8,NA,2819423.5,NA
"1168","P00807_N",535666.1,NA,2819438.4,NA
"1169","P00808_C",535525,NA,2819274.1,NA
"1170","P00808_E",535554.4,NA,2819256.9,NA
"1171","P00808_N",535527.5,NA,2819278.4,NA
"1172","P00809_C",535486,NA,2819449.1,NA
"1173","P00809_E",535494.6,NA,2819444,NA
"1174","P00809_N",535501.6,NA,2819475.8,NA
"1175","P00810_C",535482,NA,2819424.1,NA
"1176","P00810_E",535488.9,NA,2819420,NA
"1177","P00810_N",535494.1,NA,2819444.8,NA
"1178","P00812_C",536017,NA,2819356.1,NA
"1179","P00812_E",536025.6,NA,2819351,NA
"1180","P00812_N",536034.2,NA,2819385.4,NA
"1181","P00813_C",535848,NA,2819339.1,NA
"1182","P00813_E",535865.3,NA,2819329,NA
"1183","P00813_N",535854.6,NA,2819350.3,NA
"1184","P00815_C",535758,NA,2819335.1,NA
"1185","P00815_E",535782.2,NA,2819321,NA
"1186","P00815_N",535769.6,NA,2819354.9,NA
"1187","P00816_C",536315,NA,2819311.1,NA
"1188","P00816_E",536328.8,NA,2819303,NA
"1189","P00816_N",536325.1,NA,2819328.3,NA
"1190","P00817_C",536380,NA,2819275.1,NA
"1191","P00817_E",536391.2,NA,2819268.5,NA
"1192","P00817_N",536395.1,NA,2819301,NA
"1193","P00818_C",536290,NA,2819124.1,NA
"1194","P00818_E",536295.2,NA,2819121.1,NA
"1195","P00818_N",536302.6,NA,2819145.7,NA
"1196","P00819_C",536307,NA,2819457.1,NA
"1197","P00819_E",536336.4,NA,2819439.9,NA
"1198","P00819_N",536314.6,NA,2819470,NA
"1199","P00820_C",536229,NA,2819287.1,NA
"1200","P00820_E",536254,NA,2819272.4,NA
"1201","P00820_N",536237.1,NA,2819300.9,NA
"1202","P00826_C",535914,NA,2820548.1,NA
"1203","P00826_E",535925.2,NA,2820541.5,NA
"1204","P00826_N",535928.1,NA,2820572.3,NA
"1205","P00827_C",536101,NA,2820660.1,NA
"1206","P00827_E",536120,NA,2820649,NA
"1207","P00827_N",536106.5,NA,2820669.6,NA
"1208","P00828_C",535895,NA,2820487.1,NA
"1209","P00828_E",535920.9,NA,2820471.9,NA
"1210","P00828_N",535905.6,NA,2820505.2,NA
"1211","P00829_C",535900,NA,2820601.1,NA
"1212","P00829_E",535913.8,NA,2820593,NA
"1213","P00829_N",535907.6,NA,2820614,NA
"1214","P00830_C",535729,NA,2820477.1,NA
"1215","P00830_E",535735,NA,2820473.5,NA
"1216","P00830_N",535737.1,NA,2820490.9,NA
"1217","P00831_C",536416,NA,2820455.1,NA
"1218","P00831_E",536419.5,NA,2820453.1,NA
"1219","P00831_N",536425.1,NA,2820470.6,NA
"1220","P00832_C",536593,NA,2820469.1,NA
"1221","P00832_E",536599.9,NA,2820465,NA
"1222","P00832_N",536607.6,NA,2820494.1,NA
"1223","P00833_C",536410,NA,2820262.1,NA
"1224","P00833_E",536433.3,NA,2820248.5,NA
"1225","P00833_N",536414,NA,2820269,NA
"1226","P00834_C",536375,NA,2820688.1,NA
"1227","P00834_E",536394,NA,2820677,NA
"1228","P00834_N",536390.1,NA,2820714,NA
"1229","P00835_C",536280,NA,2820433.1,NA
"1230","P00835_E",536304.2,NA,2820419,NA
"1231","P00835_N",536297.2,NA,2820462.4,NA
"1232","P00836_C",536974,NA,2819977.1,NA
"1233","P00836_E",536978.3,NA,2819974.6,NA
"1234","P00836_N",536977.5,NA,2819983.1,NA
"1235","P00837_C",537194,NA,2820073.1,NA
"1236","P00837_E",537200,NA,2820069.5,NA
"1237","P00837_N",537210.1,NA,2820100.7,NA
"1238","P00838_C",536958,NA,2819871.1,NA
"1239","P00838_E",536976.1,NA,2819860.5,NA
"1240","P00838_N",536964.6,NA,2819882.3,NA
"1241","P00839_C",537025,NA,2820116.1,NA
"1242","P00839_E",537041.4,NA,2820106.5,NA
"1243","P00839_N",537035.6,NA,2820134.2,NA
"1244","P00840_C",536805,NA,2819948.1,NA
"1245","P00840_E",536816.2,NA,2819941.5,NA
"1246","P00840_N",536810,NA,2819956.7,NA
"1247","P00846_C",536645,NA,2821330.1,NA
"1248","P00846_E",536653.6,NA,2821325,NA
"1249","P00846_N",536655.1,NA,2821347.3,NA
"1250","P00847_C",536811,NA,2821413.1,NA
"1251","P00847_E",536823.1,NA,2821406,NA
"1252","P00847_N",536826.6,NA,2821439.8,NA
"1253","P00848_C",536716,NA,2821285.1,NA
"1254","P00848_E",536720.3,NA,2821282.6,NA
"1255","P00848_N",536724.6,NA,2821299.8,NA
"1256","P00849_C",536736,NA,2821475.1,NA
"1257","P00849_E",536749.8,NA,2821467,NA
"1258","P00849_N",536749.1,NA,2821497.5,NA
"1259","P00850_C",536541,NA,2821238.1,NA
"1260","P00850_E",536554,NA,2821230.5,NA
"1261","P00850_N",536557.1,NA,2821265.7,NA
"1262","P00851_C",536956,NA,2821207.1,NA
"1263","P00851_E",536982.8,NA,2821191.4,NA
"1264","P00851_N",536966.6,NA,2821225.2,NA
"1265","P00852_C",537078,NA,2821178.1,NA
"1266","P00852_E",537098.7,NA,2821166,NA
"1267","P00852_N",537086.1,NA,2821191.9,NA
"1268","P00853_C",537011,NA,2821155.1,NA
"1269","P00853_E",537030.9,NA,2821143.5,NA
"1270","P00853_N",537026.1,NA,2821181,NA
"1271","P00854_C",536909,NA,2821411.1,NA
"1272","P00854_E",536912.5,NA,2821409.1,NA
"1273","P00854_N",536911,NA,2821414.5,NA
"1274","P00855_C",536791,NA,2821204.1,NA
"1275","P00855_E",536821.2,NA,2821186.4,NA
"1276","P00855_N",536796.5,NA,2821213.6,NA
"1277","P00856_C",537306,NA,2820733.1,NA
"1278","P00856_E",537331.9,NA,2820717.9,NA
"1279","P00856_N",537309.5,NA,2820739.1,NA
"1280","P00857_C",537379,NA,2820757.1,NA
"1281","P00857_E",537400.6,NA,2820744.5,NA
"1282","P00857_N",537392.1,NA,2820779.5,NA
"1283","P00858_C",537380,NA,2820634.1,NA
"1284","P00858_E",537405.9,NA,2820618.9,NA
"1285","P00858_N",537390.1,NA,2820651.3,NA
"1286","P00859_C",537255,NA,2820893.1,NA
"1287","P00859_E",537281.8,NA,2820877.4,NA
"1288","P00859_N",537257,NA,2820896.5,NA
"1289","P00860_C",537103,NA,2820652.1,NA
"1290","P00860_E",537114.2,NA,2820645.5,NA
"1291","P00860_N",537112.6,NA,2820668.5,NA
"1292","P00901_C",557206.266666667,0.230940107689293,2917408.86666667,0.115470053945465
"1293","P00901_E",557225.133333333,0.11547005381104,2917411.26666667,0.23094010762208
"1294","P00901_N",557204,0,2917425.73333333,0.23094010762208
"1295","P00901_S",557208.5,NA,2917393.9,NA
"1296","P00901_W",557185.6,NA,2917405.8,NA
"1297","P00902_C",557226.933333333,0.0577350269055201,2917272.73333333,0.23094010762208
"1298","P00902_E",557243.866666667,0.11547005381104,2917275,0
"1299","P00902_N",557224.2,0.173205080783773,2917291.26666667,0.23094010762208
"1300","P00902_S",557231.1,NA,2917242.9,NA
"1301","P00902_W",557221,NA,2917271.8,NA
"1302","P00903_C",557137,0,2917302.06666667,0.0577350269727325
"1303","P00903_E",557158.866666667,0.11547005381104,2917305.13333333,0.115470053945465
"1304","P00903_N",557135.1,0,2917316,0
"1305","P00903_S",557139.4,NA,2917285.3,NA
"1306","P00903_W",557118.2,NA,2917299.5,NA
"1307","P00904_C",557389.933333333,0.0577350269055201,2917862.73333333,0.23094010762208
"1308","P00904_E",557412.8,0.173205080783773,2917865.86666667,0.115470053945465
"1309","P00904_N",557388.066666667,0.0577350269055201,2917875.26666667,0.23094010762208
"1310","P00904_S",557394,NA,2917833.8,NA
"1311","P00904_W",557383,NA,2917861.6,NA
"1312","P00905_C",557326.933333333,0.0577350269055201,2917899.93333333,0.0577350269727325
"1313","P00905_E",557334.866666667,0.11547005381104,2917901.06666667,0.0577350269727325
"1314","P00905_N",557323,0,2917927.8,0.173205080649348
"1315","P00905_S",557327.5,NA,2917896,NA
"1316","P00905_W",557295.2,NA,2917895.5,NA
"1317","P00906_C",557306.666666667,0.288675134594813,2917768,0
"1318","P00906_E",557314.333333333,0.288675134594813,2917769.13333333,0.115470053945465
"1319","P00906_N",557302.733333333,0.230940107689293,2917795.86666667,0.115470053945465
"1320","P00906_S",557308.9,NA,2917751.2,NA
"1321","P00906_W",557287.7,NA,2917765.4,NA
"1322","P00913_C",557134,0,2918204.86666667,0.115470053945465
"1323","P00913_E",557147.933333333,0.0577350269055201,2918206.8,0.173205080649348
"1324","P00913_N",557131,0,2918226.66666667,0.288675134594813
"1325","P00913_S",557134.7,NA,2918199.8,NA
"1326","P00913_W",557103.3,NA,2918200.4,NA
"1327","P00914_C",557276.133333333,0.11547005381104,2918083.73333333,0.23094010762208
"1328","P00914_E",557300,0,2918086.93333333,0.0577350269727325
"1329","P00914_N",557274.666666667,0.288675134594813,2918095.26666667,0.23094010762208
"1330","P00914_S",557277.9,NA,2918071.7,NA
"1331","P00914_W",557252.4,NA,2918080.2,NA
"1332","P00915_C",556949.866666667,0.11547005381104,2918130.86666667,0.115470053945465
"1333","P00915_E",556976.666666667,0.288675134594813,2918134.73333333,0.23094010762208
"1334","P00915_N",556948.666666667,0.288675134594813,2918139.86666667,0.115470053945465
"1335","P00915_S",556953.8,NA,2918102.1,NA
"1336","P00915_W",556942.9,NA,2918129.9,NA
"1337","P00916_C",557277.733333333,0.230940107689293,2918214.2,0.173205080649348
"1338","P00916_E",557298.266666667,0.230940107689293,2918217.13333333,0.115470053945465
"1339","P00916_N",557275.666666667,0.288675134594813,2918229.06666667,0.0577350269727325
"1340","P00916_S",557281.9,NA,2918183.6,NA
"1341","P00916_W",557272.7,NA,2918213.6,NA
"1342","P00917_C",557227.933333333,0.0577350269055201,2918396.86666667,0.115470053945465
"1343","P00917_E",557257.733333333,0.230940107689293,2918401,0
"1344","P00917_N",557227.066666667,0.0577350269055201,2918402.8,0.173205080649348
"1345","P00917_S",557231.4,NA,2918372,NA
"1346","P00917_W",557217,NA,2918395.3,NA
"1347","P00918_C",557284.8,0.173205080783773,2918199.93333333,0.0577350269727325
"1348","P00918_E",557318.2,0.173205080783773,2918204.73333333,0.23094010762208
"1349","P00918_N",557284.266666667,0.230940107689293,2918201.93333333,0.0577350269727325
"1350","P00918_S",557285.8,NA,2918192,NA
"1351","P00918_W",557256.9,NA,2918196,NA
"1352","P00919_C",557994.133333333,0.11547005381104,2918815.73333333,0.23094010762208
"1353","P00919_E",558023.933333333,0.0577350269055201,2918819.8,0.173205080649348
"1354","P00919_N",557993.2,0.173205080783773,2918821.33333333,0.288675134594813
"1355","P00919_S",557998,NA,2918787.8,NA
"1356","P00919_W",557986.2,NA,2918814.4,NA
"1357","P00920_C",558052.2,0.173205080783773,2918757.06666667,0.0577350269727325
"1358","P00920_E",558081,0,2918761.13333333,0.115470053945465
"1359","P00920_N",558051.2,0.173205080783773,2918764,0
"1360","P00920_S",558052.7,NA,2918754.1,NA
"1361","P00920_W",558019.6,NA,2918752.5,NA
"1362","P00921_C",557888.8,0.173205080783773,2918754.13333333,0.115470053945465
"1363","P00921_E",557896.733333333,0.230940107689293,2918755.2,0.173205080649348
"1364","P00921_N",557884.866666667,0.11547005381104,2918781.93333333,0.0577350269727325
"1365","P00921_S",557891.6,NA,2918733.4,NA
"1366","P00921_W",557873.8,NA,2918752.1,NA
"1367","P00922_C",557386.2,0.173205080783773,2918218.06666667,0.0577350269727325
"1368","P00922_E",557403.133333333,0.11547005381104,2918220.26666667,0.23094010762208
"1369","P00922_N",557383.8,0.173205080783773,2918236.93333333,0.0577350269727325
"1370","P00922_S",557390,NA,2918192.3,NA
"1371","P00922_W",557376.4,NA,2918216.7,NA
"1372","P00925_C",556695.133333333,0.11547005381104,2919998.13333333,0.115470053945465
"1373","P00925_E",556723.933333333,0.0577350269055201,2920002.13333333,0.115470053945465
"1374","P00925_N",556694.133333333,0.11547005381104,2920005.06666667,0.0577350269727325
"1375","P00925_S",556697.2,NA,2919983.3,NA
"1376","P00925_W",556674.4,NA,2919995.2,NA
"1377","P00926_C",556734.2,0.173205080783773,2919937.26666667,0.23094010762208
"1378","P00926_E",556753.066666667,0.0577350269055201,2919940.06666667,0.0577350269727325
"1379","P00926_N",556732,0,2919954.2,0.173205080649348
"1380","P00926_S",556735.3,NA,2919930.5,NA
"1381","P00926_W",556705.6,NA,2919933.4,NA
"1382","P00927_C",556582.666666667,0.288675134594813,2919981.06666667,0.0577350269727325
"1383","P00927_E",556603.2,0.173205080783773,2919984,0
"1384","P00927_N",556580.266666667,0.230940107689293,2919995.93333333,0.0577350269727325
"1385","P00927_S",556583.9,NA,2919971.1,NA
"1386","P00927_W",556556.8,NA,2919977.4,NA
"1387","P00928_C",557103.266666667,0.230940107689293,2920165,0
"1388","P00928_E",557123.133333333,0.11547005381104,2920167.86666667,0.115470053945465
"1389","P00928_N",557101.066666667,0.0577350269055201,2920180.86666667,0.115470053945465
"1390","P00928_S",557105.9,NA,2920147.2,NA
"1391","P00928_W",557085.5,NA,2920162.5,NA
"1392","P00929_C",556935.933333333,0.0577350269055201,2920148.8,0.173205080649348
"1393","P00929_E",556949.8,0.173205080783773,2920150.8,0.173205080649348
"1394","P00929_N",556932.866666667,0.11547005381104,2920170.66666667,0.288675134594813
"1395","P00929_S",556938.4,NA,2920130.9,NA
"1396","P00929_W",556918,NA,2920146.2,NA
"1397","P00930_C",556883.2,0.173205080783773,2920093.06666667,0.0577350269727325
"1398","P00930_E",556913,0,2920097.2,0.173205080649348
"1399","P00930_N",556882.266666667,0.230940107689293,2920099.06666667,0.0577350269727325
"1400","P00930_S",556887.4,NA,2920063.4,NA
"1401","P00930_W",556877.3,NA,2920092.3,NA
"1402","P00931_C",557800.333333333,0.288675134594813,2920401.86666667,0.115470053945465
"1403","P00931_E",557830.133333333,0.11547005381104,2920406,0
"1404","P00931_N",557799.733333333,0.230940107689293,2920407.8,0.173205080649348
"1405","P00931_S",557802,NA,2920390.9,NA
"1406","P00931_W",557775.7,NA,2920398.3,NA
"1407","P00932_C",557795,0,2920297.8,0.173205080649348
"1408","P00932_E",557803.933333333,0.0577350269055201,2920298.93333333,0.0577350269727325
"1409","P00932_N",557791.133333333,0.11547005381104,2920324.26666667,0.23094010762208
"1410","P00932_S",557796.9,NA,2920283.8,NA
"1411","P00932_W",557773.2,NA,2920294.6,NA
"1412","P00933_C",557638.066666667,0.0577350269055201,2920350.06666667,0.0577350269727325
"1413","P00933_E",557662.933333333,0.0577350269055201,2920353.73333333,0.23094010762208
"1414","P00933_N",557636.733333333,0.230940107689293,2920361,0
"1415","P00933_S",557640.6,NA,2920332.3,NA
"1416","P00933_W",557620.3,NA,2920347.6,NA
"1417","P00934_C",558087,0,2920336.73333333,0.23094010762208
"1418","P00934_E",558116.8,0.173205080783773,2920340.86666667,0.115470053945465
"1419","P00934_N",558086.133333333,0.11547005381104,2920342.73333333,0.23094010762208
"1420","P00934_S",558087.6,NA,2920332.7,NA
"1421","P00934_W",558055.3,NA,2920332.2,NA
"1422","P00935_C",557989.866666667,0.11547005381104,2920213.2,0.173205080649348
"1423","P00935_E",558017.733333333,0.230940107689293,2920217.13333333,0.115470053945465
"1424","P00935_N",557988.8,0.173205080783773,2920221.13333333,0.115470053945465
"1425","P00935_S",557990.3,NA,2920210.3,NA
"1426","P00935_W",557957.2,NA,2920208.7,NA
"1427","P00936_C",557959.2,0.173205080783773,2920140,0
"1428","P00936_E",557966.133333333,0.11547005381104,2920141,0
"1429","P00936_N",557955.133333333,0.11547005381104,2920168.8,0.173205080649348
"1430","P00936_S",557962,NA,2920120.2,NA
"1431","P00936_W",557943.4,NA,2920137.8,NA
"1432","P00937_C",556606.266666667,0.230940107689293,2920673.26666667,0.23094010762208
"1433","P00937_E",556637.066666667,0.0577350269055201,2920677.8,0.173205080649348
"1434","P00937_N",556605.8,0.173205080783773,2920678.2,0.173205080649348
"1435","P00937_S",556609.9,NA,2920648.6,NA
"1436","P00937_W",556595.5,NA,2920671.8,NA
"1437","P00938_C",556672.066666667,0.0577350269055201,2920486.33333333,0.288675134594813
"1438","P00938_E",556695.866666667,0.11547005381104,2920489.86666667,0.115470053945465
"1439","P00938_N",556670.266666667,0.230940107689293,2920498.26666667,0.23094010762208
"1440","P00938_S",556675.1,NA,2920464.7,NA
"1441","P00938_W",556658.2,NA,2920484.5,NA
"1442","P00939_C",556500.733333333,0.230940107689293,2920458,0
"1443","P00939_E",556510.666666667,0.288675134594813,2920459.26666667,0.23094010762208
"1444","P00939_N",556497,0,2920483.86666667,0.115470053945465
"1445","P00939_S",556501.3,NA,2920453.1,NA
"1446","P00939_W",556469.9,NA,2920453.7,NA
"1447","P00940_C",556879.2,0.173205080783773,2920527.2,0.173205080649348
"1448","P00940_E",556895.133333333,0.11547005381104,2920529.66666667,0.288675134594813
"1449","P00940_N",556876.733333333,0.230940107689293,2920547.06666667,0.0577350269727325
"1450","P00940_S",556880.3,NA,2920520.3,NA
"1451","P00940_W",556850.6,NA,2920523.2,NA
"1452","P00941_C",556749.933333333,0.0577350269055201,2920709.33333333,0.288675134594813
"1453","P00941_E",556758.866666667,0.11547005381104,2920710.8,0.173205080649348
"1454","P00941_N",556746.066666667,0.0577350269055201,2920736.13333333,0.115470053945465
"1455","P00941_S",556750.4,NA,2920705.5,NA
"1456","P00941_W",556718.2,NA,2920705,NA
"1457","P00942_C",556774.733333333,0.230940107689293,2920534.73333333,0.23094010762208
"1458","P00942_E",556793.266666667,0.230940107689293,2920537.13333333,0.115470053945465
"1459","P00942_N",556772.133333333,0.11547005381104,2920551.26666667,0.23094010762208
"1460","P00942_S",556777.9,NA,2920510.8,NA
"1461","P00942_W",556762.7,NA,2920532.9,NA
"1462","P00943_C",557656.733333333,0.230940107689293,2921116.73333333,0.23094010762208
"1463","P00943_E",557687.2,0.173205080783773,2921121,0
"1464","P00943_N",557655.933333333,0.0577350269055201,2921121.73333333,0.23094010762208
"1465","P00943_S",557660.4,NA,2921089.9,NA
"1466","P00943_W",557647.7,NA,2921115.4,NA
"1467","P00944_C",557661.066666667,0.0577350269055201,2921001.33333333,0.288675134594813
"1468","P00944_E",557688.933333333,0.0577350269055201,2921005.26666667,0.23094010762208
"1469","P00944_N",557660,0,2921009.26666667,0.23094010762208
"1470","P00944_S",557664.1,NA,2920980.7,NA
"1471","P00944_W",557646.3,NA,2920999.4,NA
"1472","P00945_C",557611.133333333,0.11547005381104,2921011.13333333,0.115470053945465
"1473","P00945_E",557644.933333333,0.0577350269055201,2921016,0
"1474","P00945_N",557611,0,2921013.13333333,0.115470053945465
"1475","P00945_S",557613.3,NA,2920996.4,NA
"1476","P00945_W",557590.4,NA,2921008.3,NA
"1477","P00946_C",557827.8,0.173205080783773,2921220.26666667,0.23094010762208
"1478","P00946_E",557832.8,0.173205080783773,2921221.06666667,0.0577350269727325
"1479","P00946_N",557823.266666667,0.230940107689293,2921251.06666667,0.0577350269727325
"1480","P00946_S",557830.5,NA,2921200.6,NA
"1481","P00946_W",557811.9,NA,2921218.2,NA
"1482","P00947_C",557667.933333333,0.0577350269055201,2921282.86666667,0.115470053945465
"1483","P00947_E",557681.8,0.173205080783773,2921284.86666667,0.115470053945465
"1484","P00947_N",557664.866666667,0.11547005381104,2921304.73333333,0.23094010762208
"1485","P00947_S",557669.1,NA,2921273.9,NA
"1486","P00947_W",557641.1,NA,2921279.1,NA
"1487","P00948_C",557730.333333333,0.288675134594813,2921113.8,0.173205080649348
"1488","P00948_E",557737.266666667,0.230940107689293,2921114.73333333,0.23094010762208
"1489","P00948_N",557726.266666667,0.230940107689293,2921142.26666667,0.23094010762208
"1490","P00948_S",557733.9,NA,2921088.9,NA
"1491","P00948_W",557719.6,NA,2921112.1,NA
"1492","P01006_C",517731,NA,2844609.1,NA
"1493","P01006_E",517746.9,NA,2844615.2,NA
"1494","P01006_N",517729.6,NA,2844612.9,NA
"1495","P01007_C",517878,NA,2844732.1,NA
"1496","P01007_E",517893.9,NA,2844738.2,NA
"1497","P01007_N",517866.2,NA,2844762.9,NA
"1498","P01008_C",517760,NA,2844485.1,NA
"1499","P01008_E",517787.1,NA,2844495.5,NA
"1500","P01008_N",517752.1,NA,2844505.7,NA
"1501","P01009_C",517760,NA,2844719.1,NA
"1502","P01009_E",517780.5,NA,2844727,NA
"1503","P01009_N",517758.2,NA,2844723.8,NA
"1504","P01010_C",517671,NA,2844623.1,NA
"1505","P01010_E",517684.1,NA,2844628.1,NA
"1506","P01010_N",517662.4,NA,2844645.5,NA
"1507","P01011_C",518157,NA,2844229.1,NA
"1508","P01011_E",518188.7,NA,2844241.3,NA
"1509","P01011_N",518154.5,NA,2844235.7,NA
"1510","P01012_C",518250,NA,2844309.1,NA
